U	0	9	16	30
U	1	9	16	28
U	2	9	16	26
U	3	9	16	24
U	4	9	16	22
U	5	9	16	20
U	6	9	16	18
U	7	9	16	16
U	8	9	16	14
U	9	9	16	12
U	10	9	16	10
U	11	9	16	8
U	12	9	16	6
U	13	9	16	4
U	14	9	16	2
U	15	9	16	0
U	16	9	17	30
U	17	9	17	28
U	18	9	17	26
U	19	9	17	24
U	20	9	17	22
U	21	9	17	20
U	22	9	17	18
U	23	9	17	16
U	24	9	17	14
U	25	9	17	12
U	26	9	17	10
U	27	9	17	8
U	28	9	17	6
U	29	9	17	4
U	30	9	17	2
U	31	9	17	0
U	32	9	18	30
U	33	9	18	28
U	34	9	18	26
U	35	9	18	24
U	36	9	18	22
U	37	9	18	20
U	38	9	18	18
U	39	9	18	16
U	40	9	18	14
U	41	9	18	12
U	42	9	18	10
U	43	9	18	8
U	44	9	18	6
U	45	9	18	4
U	46	9	18	2
U	47	9	18	0
U	48	8	4	30
U	49	8	4	28
U	50	8	4	26
U	51	8	4	24
U	52	8	4	22
U	53	8	4	20
U	54	8	4	18
U	55	8	4	16
U	56	8	4	14
U	57	8	4	12
U	58	8	4	10
U	59	8	4	8
U	60	8	4	6
U	61	8	4	4
U	62	8	4	2
U	63	8	4	0
U	64	8	5	30
U	65	8	5	28
U	66	8	5	26
U	67	8	5	24
U	68	8	5	22
U	69	8	5	20
U	70	8	5	18
U	71	8	5	16
U	72	8	5	14
U	73	8	5	12
U	74	8	5	10
U	75	8	5	8
U	76	8	5	6
U	77	8	5	4
U	78	8	5	2
U	79	8	5	0
U	80	8	6	30
U	81	8	6	28
U	82	8	6	26
U	83	8	6	24
U	84	8	6	22
U	85	8	6	20
U	86	8	6	18
U	87	8	6	16
U	88	8	6	14
U	89	8	6	12
U	90	8	6	10
U	91	8	6	8
U	92	8	6	6
U	93	8	6	4
U	94	8	6	2
U	95	8	6	0
U	96	8	7	30
U	97	8	7	28
U	98	8	7	26
U	99	8	7	24
U	100	8	7	22
U	101	8	7	20
U	102	8	7	18
U	103	8	7	16
U	104	8	7	14
U	105	8	7	12
U	106	8	7	10
U	107	8	7	8
U	108	8	7	6
U	109	8	7	4
U	110	8	7	2
U	111	8	7	0
U	112	8	8	30
U	113	8	8	28
U	114	8	8	26
U	115	8	8	24
U	116	8	8	22
U	117	8	8	20
U	118	8	8	18
U	119	8	8	16
U	120	8	8	14
U	121	8	8	12
U	122	8	8	10
U	123	8	8	8
U	124	8	8	6
U	125	8	8	4
U	126	8	8	2
U	127	8	8	0
U	128	8	9	30
U	129	8	9	28
U	130	8	9	26
U	131	8	9	24
U	132	8	9	22
U	133	8	9	20
U	134	8	9	18
U	135	8	9	16
U	136	8	9	14
U	137	8	9	12
U	138	8	9	10
U	139	8	9	8
U	140	8	9	6
U	141	8	9	4
U	142	8	9	2
U	143	8	9	0
U	144	8	10	30
U	145	8	10	28
U	146	8	10	26
U	147	8	10	24
U	148	8	10	22
U	149	8	10	20
U	150	8	10	18
U	151	8	10	16
U	152	8	10	14
U	153	8	10	12
U	154	8	10	10
U	155	8	10	8
U	156	8	10	6
U	157	8	10	4
U	158	8	10	2
U	159	8	10	0
U	160	8	11	30
U	161	8	11	28
U	162	8	11	26
U	163	8	11	24
U	164	8	11	22
U	165	8	11	20
U	166	8	11	18
U	167	8	11	16
U	168	8	11	14
U	169	8	11	12
U	170	8	11	10
U	171	8	11	8
U	172	8	11	6
U	173	8	11	4
U	174	8	11	2
U	175	8	11	0
U	176	8	12	30
U	177	8	12	28
U	178	8	12	26
U	179	8	12	24
U	180	8	12	22
U	181	8	12	20
U	182	8	12	18
U	183	8	12	16
U	184	8	12	14
U	185	8	12	12
U	186	8	12	10
U	187	8	12	8
U	188	8	12	6
U	189	8	12	4
U	190	8	12	2
U	191	8	12	0
U	192	8	13	30
U	193	8	13	28
U	194	8	13	26
U	195	8	13	24
U	196	8	13	22
U	197	8	13	20
U	198	8	13	18
U	199	8	13	16
U	200	8	13	14
U	201	8	13	12
U	202	8	13	10
U	203	8	13	8
U	204	8	13	6
U	205	8	13	4
U	206	8	13	2
U	207	8	13	0
U	208	8	14	30
U	209	8	14	28
U	210	8	14	26
U	211	8	14	24
U	212	8	14	22
U	213	8	14	20
U	214	8	14	18
U	215	8	14	16
U	216	8	14	14
U	217	8	14	12
U	218	8	14	10
U	219	8	14	8
U	220	8	14	6
U	221	8	14	4
U	222	8	14	2
U	223	8	14	0
U	224	8	15	30
U	225	8	15	28
U	226	8	15	26
U	227	8	15	24
U	228	8	15	22
U	229	8	15	20
U	230	8	15	18
U	231	8	15	16
U	232	8	15	14
U	233	8	15	12
U	234	8	15	10
U	235	8	15	8
U	236	8	15	6
U	237	8	15	4
U	238	8	15	2
U	239	8	15	0
U	240	8	16	30
U	241	8	16	28
U	242	8	16	26
U	243	8	16	24
U	244	8	16	22
U	245	8	16	20
U	246	8	16	18
U	247	8	16	16
U	248	8	16	14
U	249	8	16	12
U	250	8	16	10
U	251	8	16	8
U	252	8	16	6
U	253	8	16	4
U	254	8	16	2
U	255	8	16	0
U	256	8	17	30
U	257	8	17	28
U	258	8	17	26
U	259	8	17	24
U	260	8	17	22
U	261	8	17	20
U	262	8	17	18
U	263	8	17	16
U	264	8	17	14
U	265	8	17	12
U	266	8	17	10
U	267	8	17	8
U	268	8	17	6
U	269	8	17	4
U	270	8	17	2
U	271	8	17	0
U	272	8	18	30
U	273	8	18	28
U	274	8	18	26
U	275	8	18	24
U	276	8	18	22
U	277	8	18	20
U	278	8	18	18
U	279	8	18	16
U	280	8	18	14
U	281	8	18	12
U	282	8	18	10
U	283	8	18	8
U	284	8	18	6
U	285	8	18	4
U	286	8	18	2
U	287	8	18	0
U	288	7	4	30
U	289	7	4	28
U	290	7	4	26
U	291	7	4	24
U	292	7	4	22
U	293	7	4	20
U	294	7	4	18
U	295	7	4	16
U	296	7	4	14
U	297	7	4	12
U	298	7	4	10
U	299	7	4	8
U	300	7	4	6
U	301	7	4	4
U	302	7	4	2
U	303	7	4	0
